"","ID_barrier","label_barrier","Instance_barrier","barrier_group","Instance_solution","ID_solution","label_solution","Category","Count_Always","Count_CC","Count_Never","Count_Total","Rel_Always","Rel_CC","Rel_Never","Relevance"
"341","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",9,3,7,19,0.47,0.16,0.37,"relevant"
"342","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",18,1,1,20,0.9,0.05,0.05,"relevant"
"343","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",13,4,2,19,0.68,0.21,0.11,"relevant"
"344","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","take a different path","COPPER:4012","take a path that is not dark if possible","review behavioral plan",6,8,6,20,0.3,0.4,0.3,"relevant"
"345","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",13,0,5,18,0.72,0,0.28,"relevant"
"346","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","keep track of my activity using a device, such as a fitness tracker","COPPER:4043","monitor behaviour passively BCT","goal directed BCT",2,5,12,19,0.11,0.26,0.63,"irrelevant"
"347","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",5,2,11,18,0.28,0.11,0.61,"relevant"
"348","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",9,6,4,19,0.47,0.32,0.21,"relevant"
"349","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",17,1,1,19,0.89,0.05,0.05,"relevant"
"350","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",11,3,5,19,0.58,0.16,0.26,"relevant"
"351","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",14,1,3,18,0.78,0.06,0.17,"relevant"
"352","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",16,1,3,20,0.8,0.05,0.15,"relevant"
"353","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","take away distractions","BCIO:007284","reduce distraction BCT","prepare for activity",11,2,7,20,0.55,0.1,0.35,"irrelevant"
"354","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",13,2,3,18,0.72,0.11,0.17,"relevant"
"355","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",1,2,16,19,0.05,0.11,0.84,"relevant"
"356","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",18,1,1,20,0.9,0.05,0.05,"relevant"
"357","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",19,0,1,20,0.95,0,0.05,"relevant"
"358","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","confirm with the other(s) that they will join","COPPER:4021","confirm others' commitment BCT","review behavioral plan",2,10,6,18,0.11,0.56,0.33,"irrelevant"
"359","MFOEM:000124","feeling nervous","feeling nervous","Bodily and affective feelings","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",10,3,5,18,0.56,0.17,0.28,"relevant"
"360","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",8,4,7,19,0.42,0.21,0.37,"relevant"
"361","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",3,4,10,17,0.18,0.24,0.59,"relevant"
"362","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",17,2,2,21,0.81,0.1,0.1,"relevant"
"363","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","set an alarm","COPPER:4032","set alarm BCT","prepare for activity",14,2,3,19,0.74,0.11,0.16,"relevant"
"364","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",21,0,0,21,1,0,0,"relevant"
"365","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",5,0,12,17,0.29,0,0.71,"relevant"
"366","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",10,1,6,17,0.59,0.06,0.35,"relevant"
"367","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","check the weather in advance","COPPER:4022","confirm suitable weather BCT","review behavioral plan",5,7,9,21,0.24,0.33,0.43,"irrelevant"
"368","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",14,1,4,19,0.74,0.05,0.21,"relevant"
"369","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",17,1,1,19,0.89,0.05,0.05,"relevant"
"370","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","keep track of my activity","BCIO:007017","monitoring BCT","goal directed BCT",13,1,5,19,0.68,0.05,0.26,"irrelevant"
"371","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",4,2,11,17,0.24,0.12,0.65,"relevant"
"372","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",0,2,17,19,0,0.11,0.89,"relevant"
"373","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",5,7,9,21,0.24,0.33,0.43,"relevant"
"374","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","do the activity alone","COPPER:4015","reduce company BCT","review behavioral plan",8,7,4,19,0.42,0.37,0.21,"relevant"
"375","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",9,3,5,17,0.53,0.18,0.29,"relevant"
"376","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",20,0,1,21,0.95,0,0.05,"relevant"
"377","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",8,0,11,19,0.42,0,0.58,"relevant"
"378","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",16,2,3,21,0.76,0.1,0.14,"relevant"
"379","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","ask someone to remind you of your activity","COPPER:4031","seek reminder from others BCT","social support, information and awareness",5,4,10,19,0.26,0.21,0.53,"irrelevant"
"380","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",8,2,7,17,0.47,0.12,0.41,"relevant"
"381","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",4,13,4,21,0.19,0.62,0.19,"relevant"
"382","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",10,7,2,19,0.53,0.37,0.11,"relevant"
"383","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",12,2,5,19,0.63,0.11,0.26,"irrelevant"
"384","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",14,4,1,19,0.74,0.21,0.05,"relevant"
"385","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this","COPPER:4045","encourage caffeine consumption BCT","prepare for activity",11,6,2,19,0.58,0.32,0.11,"relevant"
"386","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",9,4,4,17,0.53,0.24,0.24,"relevant"
"387","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",7,6,6,19,0.37,0.32,0.32,"relevant"
"388","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",5,5,6,16,0.31,0.31,0.38,"relevant"
"389","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","confirm with the other(s) that they will join","COPPER:4021","confirm others' commitment BCT","review behavioral plan",4,9,6,19,0.21,0.47,0.32,"irrelevant"
"390","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",12,6,3,21,0.57,0.29,0.14,"relevant"
"391","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",12,2,3,17,0.71,0.12,0.18,"relevant"
"392","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","take a different path","COPPER:4012","take a path that is not dark if possible","review behavioral plan",5,4,8,17,0.29,0.24,0.47,"irrelevant"
"393","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","put a visible reminder, like a postit, somewhere where i will see it","COPPER:4033","introduce visible reminder BCT","prepare for activity",7,4,8,19,0.37,0.21,0.42,"relevant"
"394","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",3,3,14,20,0.15,0.15,0.7,"relevant"
"395","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","start my day early enough to have time for the activity","COPPER:4017","start day early BCT","review behavioral plan",11,4,6,21,0.52,0.19,0.29,"relevant"
"396","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold","COPPER:4048","non-pharmaceutical pain management BCT","prepare for activity",9,4,6,19,0.47,0.21,0.32,"relevant"
"397","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",12,3,4,19,0.63,0.16,0.21,"relevant"
"398","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",17,1,1,19,0.89,0.05,0.05,"relevant"
"399","MFOEM:000080","feeling tired","feeling tired","Bodily and affective feelings","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",14,2,3,19,0.74,0.11,0.16,"relevant"
"400","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",21,0,0,21,1,0,0,"relevant"
"401","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",7,3,7,17,0.41,0.18,0.41,"relevant"
"402","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",12,2,3,17,0.71,0.12,0.18,"relevant"
"403","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","look up inspirational content, such as videos or posts, online","COPPER:4050","advise to use motivational content","goal directed BCT",9,2,10,21,0.43,0.1,0.48,"relevant"
"404","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",10,3,8,21,0.48,0.14,0.38,"irrelevant"
"405","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",4,3,11,18,0.22,0.17,0.61,"irrelevant"
"406","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","make sure to get enough sleep before the activity","COPPER:4049","appropriate sleep BCT","prepare for activity",14,2,2,18,0.78,0.11,0.11,"relevant"
"407","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",3,4,14,21,0.14,0.19,0.67,"relevant"
"408","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","confirm that the gym / court / ... will be available","COPPER:4020","confirm facility availability BCT","review behavioral plan",6,2,12,20,0.3,0.1,0.6,"irrelevant"
"409","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",12,5,4,21,0.57,0.24,0.19,"relevant"
"410","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","call someone while doing the activity","BCIO:007016","advise goal integration","goal directed BCT",1,4,12,17,0.06,0.24,0.71,"relevant"
"411","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",15,1,2,18,0.83,0.06,0.11,"relevant"
"412","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","ask someone to remind you of your activity","COPPER:4031","seek reminder from others BCT","social support, information and awareness",1,8,8,17,0.06,0.47,0.47,"relevant"
"413","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",8,3,6,17,0.47,0.18,0.35,"relevant"
"414","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","put a visible reminder, like a postit, somewhere where i will see it","COPPER:4033","introduce visible reminder BCT","prepare for activity",7,2,9,18,0.39,0.11,0.5,"irrelevant"
"415","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",6,4,7,17,0.35,0.24,0.41,"relevant"
"416","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",13,5,3,21,0.62,0.24,0.14,"relevant"
"417","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",7,5,6,18,0.39,0.28,0.33,"relevant"
"418","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","keep track of my activity","BCIO:007017","monitoring BCT","goal directed BCT",11,3,4,18,0.61,0.17,0.22,"relevant"
"419","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",5,4,8,17,0.29,0.24,0.47,"irrelevant"
"420","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",6,3,7,16,0.38,0.19,0.44,"relevant"
"421","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",14,2,1,17,0.82,0.12,0.06,"relevant"
"422","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",13,0,4,17,0.76,0,0.24,"relevant"
"423","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",9,5,7,21,0.43,0.24,0.33,"relevant"
"424","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","think about situations where i achieved similar goals","BCIO:007239","prompt thinking related to successful performance BCT","goal directed BCT",13,1,3,17,0.76,0.06,0.18,"relevant"
"425","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",12,3,2,17,0.71,0.18,0.12,"relevant"
"426","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",1,6,10,17,0.06,0.35,0.59,"relevant"
"427","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","keep track of my activity using a device, such as a fitness tracker","COPPER:4043","monitor behaviour passively BCT","goal directed BCT",14,2,5,21,0.67,0.1,0.24,"relevant"
"428","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",10,6,5,21,0.48,0.29,0.24,"relevant"
"429","COPPER:3032","internal attentional self-regulation capability","i will not be able to focus during the activity","Capability","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",2,7,9,18,0.11,0.39,0.5,"relevant"
"430","COPPER:3036","remember material","i will forget my material or equipment","Capability","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",1,3,17,21,0.05,0.14,0.81,"relevant"
"431","COPPER:3036","remember material","i will forget my material or equipment","Capability","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",9,5,7,21,0.43,0.24,0.33,"relevant"
"432","COPPER:3036","remember material","i will forget my material or equipment","Capability","plan when i have to leave to have enough time","COPPER:4018","plan departure BCT","review behavioral plan",9,3,9,21,0.43,0.14,0.43,"relevant"
"433","COPPER:3036","remember material","i will forget my material or equipment","Capability","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",9,2,6,17,0.53,0.12,0.35,"relevant"
"434","COPPER:3036","remember material","i will forget my material or equipment","Capability","ask someone to remind you of your activity","COPPER:4031","seek reminder from others BCT","social support, information and awareness",9,3,9,21,0.43,0.14,0.43,"relevant"
"435","COPPER:3036","remember material","i will forget my material or equipment","Capability","set an alarm","COPPER:4032","set alarm BCT","prepare for activity",10,6,1,17,0.59,0.35,0.06,"relevant"
"436","COPPER:3036","remember material","i will forget my material or equipment","Capability","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",14,3,0,17,0.82,0.18,0,"relevant"
"437","COPPER:3036","remember material","i will forget my material or equipment","Capability","consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this","COPPER:4045","encourage caffeine consumption BCT","prepare for activity",1,2,13,16,0.06,0.12,0.81,"irrelevant"
"438","COPPER:3036","remember material","i will forget my material or equipment","Capability","confirm with the other(s) that they will join","COPPER:4021","confirm others' commitment BCT","review behavioral plan",4,4,9,17,0.24,0.24,0.53,"irrelevant"
"439","COPPER:3036","remember material","i will forget my material or equipment","Capability","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",8,2,11,21,0.38,0.1,0.52,"relevant"
"440","COPPER:3036","remember material","i will forget my material or equipment","Capability","put a visible reminder, like a postit, somewhere where i will see it","COPPER:4033","introduce visible reminder BCT","prepare for activity",15,3,3,21,0.71,0.14,0.14,"relevant"
"441","COPPER:3036","remember material","i will forget my material or equipment","Capability","start my day early enough to have time for the activity","COPPER:4017","start day early BCT","review behavioral plan",5,2,10,17,0.29,0.12,0.59,"relevant"
"442","COPPER:3036","remember material","i will forget my material or equipment","Capability","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",2,4,11,17,0.12,0.24,0.65,"relevant"
"443","COPPER:3036","remember material","i will forget my material or equipment","Capability","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",7,3,10,20,0.35,0.15,0.5,"relevant"
"444","COPPER:3036","remember material","i will forget my material or equipment","Capability","deal with my symptoms without medication, e.g. by massaging affected areas or using heat/cold","COPPER:4048","non-pharmaceutical pain management BCT","prepare for activity",4,2,14,20,0.2,0.1,0.7,"irrelevant"
"445","COPPER:3036","remember material","i will forget my material or equipment","Capability","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",5,3,9,17,0.29,0.18,0.53,"relevant"
"446","COPPER:3036","remember material","i will forget my material or equipment","Capability","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",13,3,1,17,0.76,0.18,0.06,"relevant"
"447","COPPER:3036","remember material","i will forget my material or equipment","Capability","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",11,3,7,21,0.52,0.14,0.33,"relevant"
"448","COPPER:3036","remember material","i will forget my material or equipment","Capability","make sure to be visible","COPPER:4024","make self visible BCT","prepare for activity",5,2,14,21,0.24,0.1,0.67,"irrelevant"
"449","COPPER:3036","remember material","i will forget my material or equipment","Capability","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",2,3,12,17,0.12,0.18,0.71,"irrelevant"
"450","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",7,9,3,19,0.37,0.47,0.16,"relevant"
"451","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","use positive selftalk","BCIO:007140","prompt self-talk BCT","goal directed BCT",14,3,2,19,0.74,0.16,0.11,"irrelevant"
"452","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",10,9,0,19,0.53,0.47,0,"relevant"
"453","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","change the intensity of the activity","COPPER:4009","adapt intensity BCT","review behavioral plan",12,8,3,23,0.52,0.35,0.13,"relevant"
"454","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","consume caffeine (e.g. coffee, energy drinks, caffeine pills) to help with this","COPPER:4045","encourage caffeine consumption BCT","prepare for activity",11,4,8,23,0.48,0.17,0.35,"relevant"
"455","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","provide a positive consequence or reward for doing the activity","BCIO:007252","provide positive consequence for behaviour BCT","goal directed BCT",15,1,3,19,0.79,0.05,0.16,"relevant"
"456","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",17,1,1,19,0.89,0.05,0.05,"relevant"
"457","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","adjust the intensity of the activity according to your needs","COPPER:4041","advice to pace activity BCT","prepare for activity",13,5,1,19,0.68,0.26,0.05,"relevant"
"458","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","take away distractions","BCIO:007284","reduce distraction BCT","prepare for activity",8,3,8,19,0.42,0.16,0.42,"irrelevant"
"459","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","take breaks whenever needed","COPPER:4042","advice to take breaks BCT","prepare for activity",15,5,1,21,0.71,0.24,0.05,"relevant"
"460","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","watch something during the activity","COPPER:4001","plan inclusion of audiovisual media BCT","goal directed BCT",2,5,12,19,0.11,0.26,0.63,"relevant"
"461","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",9,9,3,21,0.43,0.43,0.14,"relevant"
"462","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","learn about the consequences this will have on my health","BCIO:007063","inform about health consequences BCT","social support, information and awareness",15,2,2,19,0.79,0.11,0.11,"relevant"
"463","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",17,2,4,23,0.74,0.09,0.17,"relevant"
"464","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",10,8,3,21,0.48,0.38,0.14,"relevant"
"465","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","make sure to get enough sleep before the activity","COPPER:4049","appropriate sleep BCT","prepare for activity",18,1,2,21,0.86,0.05,0.1,"relevant"
"466","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","ask someone to remind you of your activity","COPPER:4031","seek reminder from others BCT","social support, information and awareness",2,5,16,23,0.09,0.22,0.7,"irrelevant"
"467","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","think about how i will feel tonight if i haven't managed to do this","BCIO:007067","induce anticipated regret BCT","social support, information and awareness",15,2,1,18,0.83,0.11,0.06,"relevant"
"468","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","remind myself of the positive effects this will have on me","BCIO:007068","increase salience of consequences BCT","social support, information and awareness",16,1,2,19,0.84,0.05,0.11,"relevant"
"469","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","make sure to eat well before and after, and time your meals appropriately","COPPER:4046","appropriate nutrition BCT","prepare for activity",16,5,2,23,0.7,0.22,0.09,"relevant"
"470","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","keep my goal in mind","BCIO:007141","advise to keep behaviour goal in mind","goal directed BCT",19,0,4,23,0.83,0,0.17,"relevant"
